image,transcription,transliteration,length
h_img_00231.png,ꦔꦮꦏ,ngawaka,3
h_img_00109.png,ꦔꦕꦚꦪꦛ,ngacanyayatha,5
h_img_00475.png,ꦲꦠꦛꦕ,hatathaca,4
h_img_00002.png,ꦕꦛꦪꦤꦲꦕ,cathayanahaca,6
h_img_00350.png,ꦔꦝ,ngadha,2
h_img_00467.png,ꦒꦝꦕꦛꦫ,gadhacathara,5
h_img_00291.png,ꦤꦱꦗꦔ,nasajanga,4
h_img_00351.png,ꦛꦪꦢ,thayada,3
h_img_00145.png,ꦥꦲꦪꦩꦫꦪ,pahayamaraya,6
h_img_00180.png,ꦕꦤꦢ,canada,3
h_img_00177.png,ꦩꦭꦤꦱꦭꦭ,malanasalala,6
h_img_00151.png,ꦠꦝꦮꦥꦮ,tadhawapawa,5
h_img_00122.png,ꦪꦗꦛ,yajatha,3
h_img_00326.png,ꦝꦲꦝꦭꦢꦠ,dhahadhaladata,6
h_img_00386.png,ꦛꦝꦚꦧꦏꦔ,thadhanyabakanga,6
h_img_00198.png,ꦱꦢꦭꦧꦲꦧ,sadalabahaba,6
h_img_00210.png,ꦒꦛꦥ,gathapa,3
h_img_00381.png,ꦩꦠꦫꦏ,mataraka,4
h_img_00474.png,ꦤꦧꦚꦭꦲꦗ,nabanyalahaja,6
h_img_00432.png,ꦩꦒꦗꦥ,magajapa,4
h_img_00308.png,ꦢꦩ,dama,2
h_img_00449.png,ꦢꦤꦗꦩꦢ,danajamada,5
h_img_00271.png,ꦩꦕꦕ,macaca,3
h_img_00152.png,ꦮꦧꦲꦒꦠꦕ,wabahagataca,6
h_img_00040.png,ꦫꦱꦱꦕꦥ,rasasacapa,5
h_img_00348.png,ꦒꦛ,gatha,2
h_img_00011.png,ꦔꦝꦛꦠ,ngadhathata,4
h_img_00313.png,ꦤꦤꦝꦭꦕ,nanadhalaca,5
h_img_00293.png,ꦠꦏꦮꦭ,takawala,4
h_img_00353.png,ꦒꦧꦲꦗꦩꦤ,gabahajamana,6
h_img_00489.png,ꦒꦱꦪ,gasaya,3
h_img_00378.png,ꦥꦮꦱꦫꦲ,pawasaraha,5
h_img_00121.png,ꦧꦚꦪꦤ,banyayana,4
h_img_00410.png,ꦭꦩꦲꦕꦗ,lamahacaja,5
h_img_00307.png,ꦢꦔꦏ,dangaka,3
h_img_00374.png,ꦕꦱꦝ,casadha,3
h_img_00080.png,ꦪꦧꦲꦫꦕꦏ,yabaharacaka,6
h_img_00243.png,ꦪꦫꦏꦤ,yarakana,4
h_img_00471.png,ꦠꦛ,tatha,2
h_img_00494.png,ꦧꦩꦱ,bamasa,3
h_img_00163.png,ꦝꦢꦭ,dhadala,3
h_img_00330.png,ꦗꦏꦢꦢꦔꦢ,jakadadangada,6
h_img_00373.png,ꦢꦲꦏꦔꦚꦤ,dahakanganyana,6
h_img_00076.png,ꦮꦒꦩ,wagama,3
h_img_00220.png,ꦒꦪꦛ,gayatha,3
h_img_00309.png,ꦛꦛꦚꦛꦔ,thathanyathanga,5
h_img_00051.png,ꦚꦏꦪꦢꦮꦚ,nyakayadawanya,6
h_img_00229.png,ꦮꦲꦛꦤꦔ,wahathananga,5
h_img_00061.png,ꦛꦩ,thama,2
h_img_00045.png,ꦩꦠꦧꦏ,matabaka,4
