image,transcription,transliteration,length
h_img_00362.png,ꦥꦮ,pawa,2
h_img_00420.png,ꦥꦩꦒ,pamaga,3
h_img_00411.png,ꦚꦱꦠꦛꦝꦤ,nyasatathadhana,6
h_img_00046.png,ꦛꦩꦱꦩꦪꦠ,thamasamayata,6
h_img_00273.png,ꦝꦏ,dhaka,2
h_img_00430.png,ꦏꦪꦠꦪꦒ,kayatayaga,5
h_img_00498.png,ꦠꦥꦕꦚ,tapacanya,4
h_img_00473.png,ꦒꦪꦚ,gayanya,3
h_img_00165.png,ꦩꦫꦲ,maraha,3
h_img_00179.png,ꦫꦧꦱꦏꦮ,rabasakawa,5
h_img_00185.png,ꦥꦔꦮꦲꦕ,pangawahaca,5
h_img_00166.png,ꦭꦩꦩꦚꦥꦢ,lamamanyapada,6
h_img_00161.png,ꦠꦩꦮ,tamawa,3
h_img_00105.png,ꦠꦒꦩꦢꦕ,tagamadaca,5
h_img_00202.png,ꦧꦏꦗꦠꦔ,bakajatanga,5
h_img_00289.png,ꦠꦒꦫꦝ,tagaradha,4
h_img_00478.png,ꦪꦢꦏꦪ,yadakaya,4
h_img_00366.png,ꦪꦔ,yanga,2
h_img_00383.png,ꦭꦭꦢꦢꦝꦒ,laladadadhaga,6
h_img_00409.png,ꦥꦠꦢꦩꦒꦚ,patadamaganya,6
h_img_00481.png,ꦏꦱꦲꦲꦭꦚ,kasahahalanya,6
h_img_00272.png,ꦕꦪ,caya,2
h_img_00499.png,ꦕꦧꦠꦤ,cabatana,4
h_img_00397.png,ꦔꦔꦥ,ngangapa,3
h_img_00260.png,ꦱꦔꦤꦒꦭꦚ,sanganagalanya,6
h_img_00013.png,ꦕꦱꦫꦗ,casaraja,4
h_img_00379.png,ꦩꦒꦗ,magaja,3
h_img_00459.png,ꦚꦮꦥ,nyawapa,3
h_img_00258.png,ꦒꦫꦕꦩꦚ,garacamanya,5
h_img_00303.png,ꦥꦱꦥꦢ,pasapada,4
h_img_00008.png,ꦗꦫ,jara,2
h_img_00126.png,ꦩꦲꦗꦥꦗ,mahajapaja,5
h_img_00245.png,ꦫꦱ,rasa,2
h_img_00322.png,ꦔꦏꦥꦕ,ngakapaca,4
h_img_00042.png,ꦛꦱꦲ,thasaha,3
h_img_00203.png,ꦏꦕꦮꦪꦥꦒ,kacawayapaga,6
h_img_00421.png,ꦏꦔꦒꦏꦥ,kangagakapa,5
h_img_00205.png,ꦩꦏꦚꦧꦩꦝ,makanyabamadha,6
h_img_00227.png,ꦩꦫꦱꦗꦛ,marasajatha,5
h_img_00252.png,ꦱꦏꦛꦠ,sakathata,4
h_img_00415.png,ꦠꦝꦧꦭꦕꦗ,tadhabalacaja,6
h_img_00434.png,ꦝꦮꦔꦩꦠꦱ,dhawangamatasa,6
h_img_00195.png,ꦔꦩꦚꦤ,ngamanyana,4
h_img_00213.png,ꦮꦥꦔꦗꦕ,wapangajaca,5
h_img_00102.png,ꦔꦛꦭ,ngathala,3
h_img_00439.png,ꦭꦕ,laca,2
h_img_00037.png,ꦩꦧꦢ,mabada,3
h_img_00492.png,ꦝꦗ,dhaja,2
h_img_00167.png,ꦮꦩ,wama,2
h_img_00382.png,ꦕꦥꦝꦕꦧ,capadhacaba,5
