image,transcription,transliteration,length
h_img_00175.png,ꦧꦕꦢ,bacada,3
h_img_00328.png,ꦕꦭꦫ,calara,3
h_img_00332.png,ꦭꦚꦱꦧꦱꦭ,lanyasabasala,6
h_img_00368.png,ꦕꦥ,capa,2
h_img_00403.png,ꦪꦩꦚꦠꦥ,yamanyatapa,5
h_img_00343.png,ꦏꦩꦚꦔꦲ,kamanyangaha,5
h_img_00402.png,ꦚꦕꦤꦢ,nyacanada,4
h_img_00128.png,ꦲꦗꦛꦛꦲꦕ,hajathathahaca,6
h_img_00104.png,ꦛꦔꦥꦚꦚ,thangapanyanya,5
h_img_00023.png,ꦱꦏꦒꦩ,sakagama,4
h_img_00005.png,ꦪꦱꦚꦛꦮꦲ,yasanyathawaha,6
h_img_00295.png,ꦏꦗꦧ,kajaba,3
h_img_00056.png,ꦗꦤꦢ,janada,3
h_img_00275.png,ꦝꦪꦤꦭꦔ,dhayanalanga,5
h_img_00004.png,ꦧꦠ,bata,2
h_img_00113.png,ꦱꦫꦚꦏꦚꦒ,saranyakanyaga,6
h_img_00211.png,ꦚꦫ,nyara,2
h_img_00251.png,ꦔꦲꦤ,ngahana,3
h_img_00000.png,ꦲꦮ,hawa,2
h_img_00341.png,ꦱꦲꦥꦫ,sahapara,4
h_img_00261.png,ꦤꦩ,nama,2
h_img_00178.png,ꦕꦱꦮꦛꦠ,casawathata,5
h_img_00408.png,ꦔꦪꦱꦢꦥ,ngayasadapa,5
h_img_00316.png,ꦠꦥꦔꦩꦒꦏ,tapangamagaka,6
h_img_00422.png,ꦥꦢꦗꦔꦭꦛ,padajangalatha,6
h_img_00186.png,ꦛꦛꦲ,thathaha,3
h_img_00099.png,ꦔꦥꦫꦭ,ngaparala,4
h_img_00065.png,ꦛꦔꦤ,thangana,3
h_img_00188.png,ꦚꦮꦢꦛꦪꦩ,nyawadathayama,6
h_img_00335.png,ꦠꦔꦏ,tangaka,3
h_img_00097.png,ꦒꦧ,gaba,2
h_img_00344.png,ꦏꦧꦔ,kabanga,3
h_img_00321.png,ꦫꦧꦗꦭ,rabajala,4
h_img_00264.png,ꦕꦏꦮ,cakawa,3
h_img_00297.png,ꦗꦤ,jana,2
h_img_00160.png,ꦧꦢ,bada,2
h_img_00003.png,ꦱꦒꦔ,saganga,3
h_img_00288.png,ꦪꦩꦔꦚꦪ,yamanganyaya,5
h_img_00480.png,ꦫꦢꦧꦗ,radabaja,4
h_img_00440.png,ꦚꦮꦩꦠ,nyawamata,4
h_img_00038.png,ꦒꦔꦪꦠ,gangayata,4
h_img_00429.png,ꦲꦚꦥ,hanyapa,3
h_img_00016.png,ꦧꦱꦢ,basada,3
h_img_00029.png,ꦲꦮꦒꦢꦒ,hawagadaga,5
h_img_00055.png,ꦪꦩꦩ,yamama,3
h_img_00357.png,ꦢꦚꦩꦢ,danyamada,4
h_img_00136.png,ꦛꦠ,thata,2
h_img_00487.png,ꦒꦭꦱ,galasa,3
h_img_00059.png,ꦤꦛꦧ,nathaba,3
h_img_00465.png,ꦝꦪꦧꦩꦧꦠ,dhayabamabata,6
