image,transcription,transliteration,length
h_img_00446.png,ꦢꦪꦩꦩꦠꦭ,dayamamatala,6
h_img_00115.png,ꦚꦢꦩꦚꦮꦱ,nyadamanyawasa,6
h_img_00367.png,ꦧꦭꦥ,balapa,3
h_img_00174.png,ꦢꦱ,dasa,2
h_img_00336.png,ꦤꦩꦝꦧ,namadhaba,4
h_img_00012.png,ꦤꦱ,nasa,2
h_img_00001.png,ꦱꦏꦫ,sakara,3
h_img_00253.png,ꦠꦱꦥꦏꦔꦲ,tasapakangaha,6
h_img_00496.png,ꦧꦪ,baya,2
h_img_00068.png,ꦏꦭꦚꦥꦕ,kalanyapaca,5
h_img_00048.png,ꦪꦪꦚꦤ,yayanyana,4
h_img_00222.png,ꦗꦔꦱꦩꦛꦏ,jangasamathaka,6
h_img_00196.png,ꦮꦧꦏ,wabaka,3
h_img_00390.png,ꦝꦏꦧꦛꦢꦏ,dhakabathadaka,6
h_img_00232.png,ꦤꦭ,nala,2
h_img_00413.png,ꦮꦝꦗ,wadhaja,3
h_img_00133.png,ꦱꦕꦤꦲ,sacanaha,4
h_img_00363.png,ꦝꦪ,dhaya,2
h_img_00437.png,ꦧꦮꦭꦫ,bawalara,4
h_img_00024.png,ꦤꦫ,nara,2
h_img_00364.png,ꦚꦗꦥꦢꦩ,nyajapadama,5
h_img_00265.png,ꦛꦧꦥꦗꦔꦒ,thabapajangaga,6
h_img_00419.png,ꦒꦗꦒꦤꦤꦤ,gajagananana,6
h_img_00206.png,ꦧꦧꦗꦚ,babajanya,4
h_img_00086.png,ꦲꦢꦥꦪꦱ,hadapayasa,5
h_img_00228.png,ꦛꦭꦭꦲ,thalalaha,4
h_img_00079.png,ꦮꦢꦚ,wadanya,3
h_img_00447.png,ꦭꦤꦕꦛ,lanacatha,4
h_img_00110.png,ꦗꦩꦗ,jamaja,3
h_img_00224.png,ꦲꦚꦭꦧ,hanyalaba,4
h_img_00132.png,ꦧꦤ,bana,2
h_img_00369.png,ꦭꦚꦔꦪ,lanyangaya,4
h_img_00436.png,ꦠꦩꦥꦩ,tamapama,4
h_img_00089.png,ꦱꦲꦠ,sahata,3
h_img_00146.png,ꦚꦏꦪꦢ,nyakayada,4
h_img_00400.png,ꦩꦧ,maba,2
h_img_00280.png,ꦧꦔꦔꦧꦲ,bangangabaha,5
h_img_00384.png,ꦫꦠꦏ,rataka,3
h_img_00141.png,ꦛꦱ,thasa,2
h_img_00352.png,ꦒꦝ,gadha,2
h_img_00443.png,ꦱꦤꦒ,sanaga,3
h_img_00235.png,ꦧꦝꦒ,badhaga,3
h_img_00263.png,ꦥꦔ,panga,2
h_img_00149.png,ꦚꦛꦔ,nyathanga,3
h_img_00143.png,ꦛꦤ,thana,2
h_img_00283.png,ꦕꦏꦲꦕꦒ,cakahacaga,5
h_img_00371.png,ꦝꦔ,dhanga,2
h_img_00359.png,ꦠꦤꦠꦤ,tanatana,4
h_img_00192.png,ꦕꦥꦮꦥꦫ,capawapara,5
h_img_00212.png,ꦚꦲꦏꦪꦏꦕ,nyahakayakaca,6
