image,transcription,transliteration,length
h_img_00101.png,ꦠꦪꦗ,tayaja,3
h_img_00218.png,ꦲꦤꦥꦤ,hanapana,4
h_img_00094.png,ꦥꦪꦔꦒ,payangaga,4
h_img_00090.png,ꦥꦮꦕꦮꦝ,pawacawadha,5
h_img_00315.png,ꦗꦚꦛꦧꦤꦚ,janyathabananya,6
h_img_00458.png,ꦮꦗ,waja,2
h_img_00320.png,ꦥꦔꦤꦥꦕ,panganapaca,5
h_img_00435.png,ꦧꦭꦱꦭ,balasala,4
h_img_00277.png,ꦏꦩꦱ,kamasa,3
h_img_00106.png,ꦒꦔꦥꦕ,gangapaca,4
h_img_00124.png,ꦲꦝꦭꦗꦪ,hadhalajaya,5
h_img_00396.png,ꦛꦛꦏ,thathaka,3
h_img_00123.png,ꦛꦗ,thaja,2
h_img_00360.png,ꦭꦒꦗꦧ,lagajaba,4
h_img_00026.png,ꦗꦗ,jaja,2
h_img_00274.png,ꦤꦛꦧꦧꦥꦫ,nathababapara,6
h_img_00490.png,ꦮꦤꦧꦛ,wanabatha,4
h_img_00493.png,ꦥꦪꦪꦏꦭꦗ,payayakalaja,6
h_img_00311.png,ꦚꦭꦮꦛꦤ,nyalawathana,5
h_img_00497.png,ꦧꦒꦏꦗꦱ,bagakajasa,5
h_img_00057.png,ꦲꦗꦮꦚꦭ,hajawanyala,5
h_img_00319.png,ꦔꦢꦝꦝꦭꦗ,ngadadhadhalaja,6
h_img_00479.png,ꦗꦚꦗꦗ,janyajaja,4
h_img_00298.png,ꦲꦚꦕꦥꦛ,hanyacapatha,5
h_img_00083.png,ꦝꦠ,dhata,2
h_img_00345.png,ꦪꦫꦭꦱꦭꦫ,yaralasalara,6
h_img_00148.png,ꦮꦥꦱꦕꦮꦚ,wapasacawanya,6
h_img_00318.png,ꦚꦚꦒ,nyanyaga,3
h_img_00433.png,ꦚꦧꦥ,nyabapa,3
h_img_00018.png,ꦱꦤ,sana,2
h_img_00356.png,ꦤꦝꦧ,nadhaba,3
h_img_00108.png,ꦲꦤꦱ,hanasa,3
h_img_00472.png,ꦕꦒꦚꦤꦚ,caganyananya,5
h_img_00240.png,ꦫꦚꦝꦮꦛꦗ,ranyadhawathaja,6
h_img_00477.png,ꦩꦤ,mana,2
h_img_00418.png,ꦧꦝꦏꦠ,badhakata,4
h_img_00049.png,ꦤꦗ,naja,2
h_img_00031.png,ꦠꦏꦝꦢꦧꦒ,takadhadabaga,6
h_img_00488.png,ꦥꦛꦔꦥꦱꦭ,pathangapasala,6
h_img_00393.png,ꦒꦭꦕꦮ,galacawa,4
h_img_00157.png,ꦝꦩꦧꦒꦝꦪ,dhamabagadhaya,6
h_img_00172.png,ꦭꦛꦪꦭꦛ,lathayalatha,5
h_img_00401.png,ꦭꦩꦱꦗ,lamasaja,4
h_img_00414.png,ꦤꦗꦤꦛ,najanatha,4
h_img_00331.png,ꦤꦪꦝꦱꦚ,nayadhasanya,5
h_img_00334.png,ꦗꦒꦒꦪ,jagagaya,4
h_img_00015.png,ꦠꦮꦕꦔ,tawacanga,4
h_img_00290.png,ꦫꦭꦛꦩꦒ,ralathamaga,5
h_img_00144.png,ꦧꦪꦝꦕ,bayadhaca,4
h_img_00392.png,ꦢꦢꦥꦱ,dadapasa,4
