image,transcription,transliteration,length
h_img_00451.png,ꦫꦥꦭꦚꦧꦒ,rapalanyabaga,6
h_img_00287.png,ꦕꦮ,cawa,2
h_img_00476.png,ꦪꦝ,yadha,2
h_img_00259.png,ꦒꦛꦫꦚ,gatharanya,4
h_img_00081.png,ꦤꦝꦛꦧꦏꦪ,nadhathabakaya,6
h_img_00155.png,ꦕꦭ,cala,2
h_img_00337.png,ꦕꦢꦮꦚ,cadawanya,4
h_img_00388.png,ꦏꦥ,kapa,2
h_img_00445.png,ꦥꦩꦫꦏꦲ,pamarakaha,5
h_img_00428.png,ꦤꦛꦫ,nathara,3
h_img_00021.png,ꦏꦱꦧꦧ,kasababa,4
h_img_00054.png,ꦕꦱ,casa,2
h_img_00043.png,ꦤꦥ,napa,2
h_img_00074.png,ꦫꦏꦮꦫ,rakawara,4
h_img_00294.png,ꦫꦲꦩꦪ,rahamaya,4
h_img_00355.png,ꦱꦫꦛꦥ,sarathapa,4
h_img_00452.png,ꦏꦒꦚꦮꦠ,kaganyawata,5
h_img_00426.png,ꦛꦛꦱꦤ,thathasana,4
h_img_00111.png,ꦏꦲꦫ,kahara,3
h_img_00103.png,ꦧꦲꦭꦭꦠ,bahalalata,5
h_img_00087.png,ꦢꦫꦗꦤ,darajana,4
h_img_00137.png,ꦮꦝꦢꦔꦔ,wadhadanganga,5
h_img_00091.png,ꦗꦧꦥꦲꦫꦮ,jabapaharawa,6
h_img_00284.png,ꦗꦪꦚ,jayanya,3
h_img_00066.png,ꦕꦪꦛꦛꦒꦥ,cayathathagapa,6
h_img_00154.png,ꦩꦩꦚ,mamanya,3
h_img_00078.png,ꦲꦥ,hapa,2
h_img_00329.png,ꦧꦒꦤꦥꦔꦏ,baganapangaka,6
h_img_00375.png,ꦗꦛꦤꦔ,jathananga,4
h_img_00050.png,ꦫꦱꦠꦠ,rasatata,4
h_img_00114.png,ꦔꦥꦚꦔꦒꦪ,ngapanyangagaya,6
h_img_00027.png,ꦚꦒꦮꦧꦲꦫ,nyagawabahara,6
h_img_00070.png,ꦫꦕꦧꦠꦒꦮ,racabatagawa,6
h_img_00349.png,ꦏꦭꦪ,kalaya,3
h_img_00314.png,ꦔꦔ,nganga,2
h_img_00034.png,ꦱꦛ,satha,2
h_img_00246.png,ꦏꦗꦚꦝꦧꦪ,kajanyadhabaya,6
h_img_00117.png,ꦕꦭꦱꦮꦥ,calasawapa,5
h_img_00237.png,ꦚꦕ,nyaca,2
h_img_00190.png,ꦥꦥꦫꦢꦥ,paparadapa,5
h_img_00169.png,ꦕꦛꦤꦏꦏ,cathanakaka,5
h_img_00129.png,ꦏꦚꦢꦤꦮ,kanyadanawa,5
h_img_00075.png,ꦭꦔꦠꦥ,langatapa,4
h_img_00244.png,ꦭꦩ,lama,2
h_img_00062.png,ꦒꦢꦤꦒꦕꦢ,gadanagacada,6
h_img_00017.png,ꦗꦮꦧꦱꦥ,jawabasapa,5
h_img_00404.png,ꦏꦥꦥꦝꦗꦏ,kapapadhajaka,6
h_img_00183.png,ꦮꦒꦧꦩꦚ,wagabamanya,5
h_img_00142.png,ꦭꦔ,langa,2
h_img_00230.png,ꦭꦱꦔꦝꦱ,lasangadhasa,5
