image,transcription,transliteration,length
h_img_00044.png,ꦒꦱ,gasa,2
h_img_00333.png,ꦠꦝꦛꦚꦚ,tadhathanyanya,5
h_img_00215.png,ꦤꦔꦕꦱꦭꦱ,nangacasalasa,6
h_img_00495.png,ꦭꦏꦚ,lakanya,3
h_img_00310.png,ꦥꦏꦚꦕ,pakanyaca,4
h_img_00285.png,ꦢꦝꦭꦥ,dadhalapa,4
h_img_00067.png,ꦠꦥꦱꦮ,tapasawa,4
h_img_00302.png,ꦛꦗꦒꦕꦗ,thajagacaja,5
h_img_00391.png,ꦒꦤꦫꦒꦏ,ganaragaka,5
h_img_00173.png,ꦤꦔꦫꦠꦠꦮ,nangaratatawa,6
h_img_00010.png,ꦧꦫꦗꦕꦧ,barajacaba,5
h_img_00266.png,ꦚꦒꦔꦪ,nyagangaya,4
h_img_00156.png,ꦗꦱꦭ,jasala,3
h_img_00030.png,ꦭꦒ,laga,2
h_img_00423.png,ꦒꦒꦧꦩ,gagabama,4
h_img_00053.png,ꦤꦧ,naba,2
h_img_00457.png,ꦩꦥꦱ,mapasa,3
h_img_00033.png,ꦲꦫꦝꦭꦱ,haradhalasa,5
h_img_00257.png,ꦥꦲꦢꦮꦤꦏ,pahadawanaka,6
h_img_00164.png,ꦤꦤꦧꦭ,nanabala,4
h_img_00468.png,ꦧꦒ,baga,2
h_img_00134.png,ꦠꦲꦔ,tahanga,3
h_img_00150.png,ꦥꦲꦩꦥꦢ,pahamapada,5
h_img_00255.png,ꦫꦲꦏ,rahaka,3
h_img_00014.png,ꦚꦝꦢꦝ,nyadhadadha,4
h_img_00361.png,ꦮꦤꦠꦭꦝ,wanataladha,5
h_img_00189.png,ꦩꦝ,madha,2
h_img_00462.png,ꦢꦗꦒꦭ,dajagala,4
h_img_00022.png,ꦛꦪꦛꦗ,thayathaja,4
h_img_00304.png,ꦒꦫ,gara,2
h_img_00025.png,ꦢꦪꦔ,dayanga,3
h_img_00135.png,ꦱꦏꦩ,sakama,3
h_img_00009.png,ꦝꦔꦮꦤ,dhangawana,4
h_img_00238.png,ꦱꦗꦧ,sajaba,3
h_img_00365.png,ꦝꦒꦮꦕꦪ,dhagawacaya,5
h_img_00171.png,ꦔꦔꦱꦒꦗꦚ,ngangasagajanya,6
h_img_00204.png,ꦲꦭꦭꦛ,halalatha,4
h_img_00296.png,ꦒꦧꦝ,gabadha,3
h_img_00019.png,ꦗꦮꦕꦠ,jawacata,4
h_img_00282.png,ꦲꦢꦏꦛ,hadakatha,4
h_img_00181.png,ꦔꦛꦭꦚ,ngathalanya,4
h_img_00438.png,ꦧꦗꦗꦝꦏꦭ,bajajadhakala,6
h_img_00387.png,ꦩꦒꦪꦪꦛ,magayayatha,5
h_img_00225.png,ꦕꦚꦝ,canyadha,3
h_img_00486.png,ꦚꦱꦧꦠꦤ,nyasabatana,5
h_img_00466.png,ꦔꦕꦒ,ngacaga,3
h_img_00301.png,ꦕꦪꦫꦱ,cayarasa,4
h_img_00221.png,ꦢꦢꦕ,dadaca,3
h_img_00483.png,ꦏꦮꦠꦫ,kawatara,4
h_img_00354.png,ꦝꦮꦲꦝꦕ,dhawahadhaca,5
