image,transcription,transliteration,length
h_img_00278.png,ꦝꦧ,dhaba,2
h_img_00442.png,ꦏꦫꦔꦛ,karangatha,4
h_img_00412.png,ꦩꦭꦧꦲꦫꦪ,malabaharaya,6
h_img_00406.png,ꦚꦫꦮ,nyarawa,3
h_img_00199.png,ꦕꦱꦫꦚꦫ,casaranyara,5
h_img_00209.png,ꦗꦗꦏꦩꦤ,jajakamana,5
h_img_00317.png,ꦕꦒꦢꦤ,cagadana,4
h_img_00098.png,ꦝꦪꦕ,dhayaca,3
h_img_00084.png,ꦫꦝꦧ,radhaba,3
h_img_00425.png,ꦛꦭꦲꦔꦩ,thalahangama,5
h_img_00417.png,ꦫꦗꦝ,rajadha,3
h_img_00242.png,ꦧꦥꦔꦱꦕꦚ,bapangasacanya,6
h_img_00305.png,ꦒꦠꦝꦝꦏꦱ,gatadhadhakasa,6
h_img_00187.png,ꦛꦤꦢꦩ,thanadama,4
h_img_00125.png,ꦧꦔꦱꦩꦱꦮ,bangasamasawa,6
h_img_00306.png,ꦏꦮ,kawa,2
h_img_00460.png,ꦛꦛꦲꦮ,thathahawa,4
h_img_00216.png,ꦪꦫ,yara,2
h_img_00339.png,ꦪꦤ,yana,2
h_img_00248.png,ꦤꦝꦠꦚ,nadhatanya,4
h_img_00036.png,ꦧꦏ,baka,2
h_img_00233.png,ꦤꦛꦝꦏꦕ,nathadhakaca,5
h_img_00358.png,ꦕꦚꦤ,canyana,3
h_img_00300.png,ꦲꦥꦢꦔꦚ,hapadanganya,5
h_img_00249.png,ꦱꦝꦫꦝꦧ,sadharadhaba,5
h_img_00217.png,ꦚꦢ,nyada,2
h_img_00140.png,ꦛꦗꦗꦠ,thajajata,4
h_img_00131.png,ꦮꦪꦮꦕꦩ,wayawacama,5
h_img_00239.png,ꦕꦗꦲꦮ,cajahawa,4
h_img_00093.png,ꦔꦪ,ngaya,2
h_img_00052.png,ꦕꦚꦧ,canyaba,3
h_img_00047.png,ꦫꦪ,raya,2
h_img_00092.png,ꦛꦮꦤ,thawana,3
h_img_00193.png,ꦒꦲꦧꦚꦪ,gahabanyaya,5
h_img_00127.png,ꦚꦏꦔ,nyakanga,3
h_img_00208.png,ꦪꦤꦥ,yanapa,3
h_img_00444.png,ꦱꦤꦫ,sanara,3
h_img_00088.png,ꦱꦠꦚꦝꦭ,satanyadhala,5
h_img_00453.png,ꦥꦢ,pada,2
h_img_00064.png,ꦗꦫꦛ,jaratha,3
h_img_00267.png,ꦫꦧ,raba,2
h_img_00153.png,ꦪꦩꦧ,yamaba,3
h_img_00340.png,ꦒꦝꦱꦗꦕ,gadhasajaca,5
h_img_00107.png,ꦭꦱꦠ,lasata,3
h_img_00342.png,ꦏꦏꦤꦭ,kakanala,4
h_img_00281.png,ꦮꦲꦢꦮꦭꦥ,wahadawalapa,6
h_img_00385.png,ꦩꦲꦝ,mahadha,3
h_img_00162.png,ꦒꦔꦭꦫꦠꦭ,gangalaratala,6
h_img_00214.png,ꦧꦗꦥꦩ,bajapama,4
h_img_00100.png,ꦭꦪꦥꦗꦭꦧ,layapajalaba,6
